Years','Stahle et al. (1998)','Mann et al. (2000)','Li et al. (2011) NADA PC1','Li et al. (2013) Tree-rings PC1','Freund et al. (2019) NCT DJF','Freund et al. (2019) NWP DJF','Freund et al. (2019) Nino4 DJF','Freund et al. (2019) Nino3 DJF','Stahle et al. (1993)','Cook et al. (2008) Nino12','Cook et al. (2008) Nino3 ','Cook et al. (2008) Nino34 ','Cook et al. (2008) Nino4','Geay et al. (2013) Nino3','McGregor et al. (2010) ','Tierney et al. (2015) East','Tierney et al. (2015) West','Braganza et al. (2009) Multiproxy R5','Braganza et al. (2009) Multiproxy R8','DArrigo et al. (2005) Nino3','Wilson et al. (2010) Nino34 COACPR','Wilson et al. (2010) Nino34 COAPCR','Wilson et al. (2010) Nino34 TelecPCR TEL','Wilson et al. (2010) Nino34 TelecREGEM TEL','Wilson et al. 2010 Nino34 zscoreCOA','Wilson et al. (2010) Nino34 zscoreTEL','Datwyler et al. (2020) ENSO DJF','Datwyler et al. (2019) FullPeriod PC1','Torbenson et al. (2019) eMEIall','Torbenson et al. (2019) eMEIstable','Zhu et al. (2022) Corals Li13b6','Zhu et al. (2022) Corals','Zhu et al. (2022) Li13b6.','Zhu et al. (2022) Ocn2kCorals Li13b6','Liu et al. (2024) PCR','Liu et al. (2024) DD','Falster et al.(2023)','ERSST Nino34','HadISST Nino34','ISOI','ICPC SOI'
1365,NaN,NaN,-0.38,0.027651,NaN,NaN,NaN,NaN,NaN,-0.89505,-0.93288,-1.0524,-1.2523,-0.1197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.34488,-0.18779,NaN,NaN,-0.12922,-0.61206,0.035375,-0.11581,-1.0396,-0.74161,1.1509,NaN,NaN,NaN,NaN
1366,NaN,NaN,0.875,0.71905,NaN,NaN,NaN,NaN,NaN,0.075222,0.088477,0.050483,-0.016767,0.91411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.20871,-0.53298,NaN,NaN,0.47197,-0.45887,0.77171,0.45231,-1.4325,-0.65967,1.2881,NaN,NaN,NaN,NaN
1367,NaN,NaN,-0.476,-0.15569,NaN,NaN,NaN,NaN,NaN,-0.2251,-0.26094,-0.31336,-0.3809,0.0186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.053054,0.69003,NaN,NaN,0.17137,-0.45887,0.45614,0.16825,0.72431,0.32286,1.5443,NaN,NaN,NaN,NaN
1368,NaN,NaN,1.759,1.839,NaN,NaN,NaN,NaN,NaN,1.1775,1.3168,1.3664,1.4238,1.3578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.424,0.046074,NaN,NaN,1.474,0.15386,1.7184,1.3992,-0.27456,-0.090849,1.8092,NaN,NaN,NaN,NaN
1369,NaN,NaN,-1.764,-0.56545,NaN,NaN,NaN,NaN,NaN,-1.1046,-1.2232,-1.2375,-1.2046,-0.89471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.63337,-0.56629,NaN,NaN,-0.32962,-0.30569,-0.2802,-0.30518,0.48619,0.46559,1.7449,NaN,NaN,NaN,NaN
1370,NaN,NaN,0.457,-0.69799,NaN,NaN,NaN,NaN,NaN,0.058721,0.18658,0.18486,-0.050352,0.53345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.35795,-0.7791,NaN,NaN,-0.53002,0.46023,-0.91134,-0.49455,-0.31423,-0.45499,0.95716,NaN,NaN,NaN,NaN
1371,NaN,NaN,-0.61,-0.95202,NaN,NaN,NaN,NaN,NaN,-0.31421,-0.33216,-0.40083,-0.5665,-0.42779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.19013,-0.7218,NaN,NaN,-0.63022,0.15386,-0.91134,-0.58924,0.72074,0.4362,0.32759,NaN,NaN,NaN,NaN
1372,NaN,NaN,0.62,-1.0713,NaN,NaN,NaN,NaN,NaN,0.52406,0.59244,0.56391,0.47463,0.48963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.43764,0.56231,NaN,NaN,-1.031,-0.61206,-1.0165,-0.96798,0.47174,0.40956,0.57338,NaN,NaN,NaN,NaN
1373,NaN,NaN,0.463,-0.87692,NaN,NaN,NaN,NaN,NaN,0.80128,0.81956,0.85169,0.89003,1.1674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.091055,1.3397,NaN,NaN,0.27157,0.15386,0.24576,0.26293,-0.12292,0.27938,0.68715,NaN,NaN,NaN,NaN
1374,NaN,NaN,0.889,1.7484,NaN,NaN,NaN,NaN,NaN,0.17753,0.24168,0.26473,0.30494,1.1469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6208,0.35295,NaN,NaN,1.7746,0.46023,1.9288,1.6832,-0.15846,0.49897,0.65759,NaN,NaN,NaN,NaN
1375,NaN,NaN,-0.923,-1.1751,NaN,NaN,NaN,NaN,NaN,-1.5287,-1.6102,-1.5963,-1.5829,-0.047125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.68522,-0.75546,NaN,NaN,-1.8326,-0.1525,-2.2788,-1.7255,-0.079162,-0.1541,0.52014,NaN,NaN,NaN,NaN
1376,NaN,NaN,-0.636,-0.43623,NaN,NaN,NaN,NaN,NaN,-1.0865,-0.92482,-0.8775,-0.7521,-0.56334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.21481,-0.70109,NaN,NaN,-0.32962,-0.45887,-0.17501,-0.30518,-0.21404,-0.4229,0.51493,NaN,NaN,NaN,NaN
1377,NaN,NaN,-0.366,-0.34898,NaN,NaN,NaN,NaN,NaN,-0.48582,-0.47596,-0.56944,-0.76094,1.0757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.96043,-1.1093,NaN,NaN,-0.32962,-0.91843,0.035375,-0.30518,-1.0075,-0.94574,0.58146,NaN,NaN,NaN,NaN
1378,NaN,NaN,0.936,0.14914,NaN,NaN,NaN,NaN,NaN,0.4927,0.4567,0.40672,0.38625,0.51839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2422,0.1127,NaN,NaN,-1.031,-1.8375,-0.49058,-0.96798,0.51733,0.70725,0.76574,NaN,NaN,NaN,NaN
1379,NaN,NaN,-1.169,-0.39205,NaN,NaN,NaN,NaN,NaN,0.10327,0.018594,-0.044597,-0.18823,-0.24978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.18758,0.46686,NaN,NaN,-0.63022,-0.76524,-0.49058,-0.58924,0.56677,0.32732,1.5757,NaN,NaN,NaN,NaN
1380,NaN,NaN,1.322,0.55007,NaN,NaN,NaN,NaN,NaN,1.5372,1.6716,1.7556,1.7774,1.4043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1373,0.075242,NaN,NaN,0.67237,-0.1525,0.77171,0.64168,0.0070888,0.10994,1.2402,NaN,NaN,NaN,NaN
1381,NaN,NaN,-0.075003,1.8578,NaN,NaN,NaN,NaN,NaN,-0.8307,-0.89929,-0.86862,-0.79629,0.7183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.335,0.97515,NaN,NaN,0.67237,-0.91843,1.2977,0.64168,0.051087,0.027449,0.35576,NaN,NaN,NaN,NaN
1382,NaN,NaN,-1.217,-0.83936,NaN,NaN,NaN,NaN,NaN,-0.66238,-0.38054,-0.33491,-0.48342,-0.98508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.92733,0.58095,NaN,NaN,-1.4318,-0.45887,-1.5425,-1.3467,0.75267,-0.42067,0.47275,NaN,NaN,NaN,NaN
1383,NaN,NaN,1.099,-1.301,NaN,NaN,NaN,NaN,NaN,0.82933,0.88944,0.85676,0.78043,-0.31277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.25691,-0.70333,NaN,NaN,-0.73042,-1.0716,-0.38539,-0.68392,-0.19278,-0.70453,0.82707,NaN,NaN,NaN,NaN
1384,NaN,NaN,-0.715,0.39434,NaN,NaN,NaN,NaN,NaN,-0.95281,-1.0888,-1.1539,-1.1551,0.3842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.39321,1.2712,NaN,NaN,0.57217,-0.1525,0.66652,0.54699,-0.73045,-0.62302,1.0842,NaN,NaN,NaN,NaN
1385,NaN,NaN,0.613,1.1354,NaN,NaN,NaN,NaN,NaN,1.0009,1.1891,1.2751,1.3602,0.73884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.82585,1.0366,NaN,NaN,1.1734,0.00068007,1.4029,1.1151,-0.052211,-0.94095,1.1487,NaN,NaN,NaN,NaN
1386,NaN,NaN,0.674,0.43631,NaN,NaN,NaN,NaN,NaN,0.23033,0.046816,-0.010368,-0.10515,0.30752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.85454,0.028124,NaN,NaN,-0.42982,-1.378,0.14057,-0.39987,-1.8712,-1.9467,0.85381,NaN,NaN,NaN,NaN
1387,NaN,NaN,-0.033003,-0.62399,NaN,NaN,NaN,NaN,NaN,-0.79439,-0.8294,-0.76594,-0.73266,-0.34563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.38675,-0.24561,NaN,NaN,-0.53002,0.15386,-0.70096,-0.49455,1.1078,-0.76979,0.82103,NaN,NaN,NaN,NaN
1388,NaN,NaN,-0.161,-0.33462,NaN,NaN,NaN,NaN,NaN,0.38545,0.54271,0.64505,0.71857,-0.27716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.92099,-0.15017,NaN,NaN,-0.42982,-0.91843,-0.069816,-0.39987,1.0184,0.17395,0.66417,NaN,NaN,NaN,NaN
1389,NaN,NaN,-0.574,-1.2812,NaN,NaN,NaN,NaN,NaN,0.32274,0.31963,0.32305,0.37034,-0.62085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.3261,-0.46895,NaN,NaN,-2.033,-1.5312,-1.7529,-1.9148,0.011046,-0.14011,0.96616,NaN,NaN,NaN,NaN
1390,NaN,NaN,-1.019,-1.7461,NaN,NaN,NaN,NaN,NaN,-1.4709,-1.5524,-1.5557,-1.4733,0.39789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.85684,-0.25873,NaN,NaN,-2.4338,-1.9907,-2.0684,-2.2936,0.0065709,-0.52291,1.1324,NaN,NaN,NaN,NaN
1391,NaN,NaN,0.309,-0.44948,NaN,NaN,NaN,NaN,NaN,0.23858,0.44326,0.45109,0.35974,-0.082727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.038541,0.76718,NaN,NaN,-1.2314,-1.9907,-0.70096,-1.1574,-0.71234,-0.16991,0.67632,NaN,NaN,NaN,NaN
1392,NaN,NaN,0.858,0.62186,NaN,NaN,NaN,NaN,NaN,0.88543,0.87331,0.82253,0.74508,0.79224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.84823,0.23817,NaN,NaN,0.47197,-0.1525,0.66652,0.45231,-0.20535,-0.58869,-0.59188,NaN,NaN,NaN,NaN
1393,NaN,NaN,-0.629,0.98634,NaN,NaN,NaN,NaN,NaN,0.24353,0.30753,0.35601,0.42691,-0.85774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.33305,0.74664,NaN,NaN,-0.32962,-3.6758,1.2977,-0.30518,1.0848,-0.63158,-0.71942,NaN,NaN,NaN,NaN
1394,NaN,NaN,0.593,1.2359,NaN,NaN,NaN,NaN,NaN,1.7154,1.8812,1.9825,2.0461,-0.069034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.35144,1.0977,NaN,NaN,0.27157,-1.9907,1.1925,0.26293,2.8809,0.12804,-0.72829,NaN,NaN,NaN,NaN
1395,NaN,NaN,0.675,0.032069,NaN,NaN,NaN,NaN,NaN,0.4102,0.24571,0.28248,0.24661,0.42802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.252,-1.5725,NaN,NaN,-1.031,-2.1439,-0.2802,-0.96798,-1.3125,-1.5047,-1.0236,NaN,NaN,NaN,NaN
1396,NaN,NaN,0.619,-0.56545,NaN,NaN,NaN,NaN,NaN,0.43,0.44326,0.48278,0.26959,-0.4538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.0765,-1.7762,NaN,NaN,-0.83062,-1.0716,-0.49058,-0.77861,-2.8012,-2.3691,-0.88415,NaN,NaN,NaN,NaN
1397,NaN,NaN,-1.225,-0.42077,NaN,NaN,NaN,NaN,NaN,-1.7482,-1.711,-1.7396,-1.8622,-1.1672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.1259,-0.91735,NaN,NaN,-0.83062,-0.30569,-1.0165,-0.77861,0.30916,-0.84601,0.038901,NaN,NaN,NaN,NaN
1398,NaN,NaN,0.084997,-1.0338,NaN,NaN,NaN,NaN,NaN,0.4432,0.6556,0.69829,0.72033,-0.96181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.0847,-1.9431,NaN,NaN,-1.031,-1.378,-0.70096,-0.96798,-0.57937,-1.7168,-0.11547,NaN,NaN,NaN,NaN
1399,NaN,NaN,-1.449,-1.6269,NaN,NaN,NaN,NaN,NaN,-0.86205,-1.0444,-1.1488,-1.1268,-0.62359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.9187,-0.57596,NaN,NaN,-2.4338,-1.5312,-2.384,-2.2936,-1.0644,-1.106,-0.083891,NaN,NaN,NaN,NaN
1400,NaN,NaN,0.324,-0.75653,NaN,NaN,NaN,NaN,NaN,0.30294,0.28065,0.30149,0.31555,0.65258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.3671,-1.494,NaN,NaN,-1.2314,-1.378,-0.91134,-1.1574,0.26678,-0.54451,0.86698,NaN,NaN,NaN,NaN
1401,NaN,NaN,0.369,-0.33793,NaN,NaN,NaN,NaN,NaN,-0.77954,-0.80656,-0.80397,-0.84402,-0.50173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.23597,-1.2082,NaN,NaN,0.27157,-0.45887,0.45614,0.26293,1.3726,0.95728,1.1853,NaN,NaN,NaN,NaN
1402,NaN,NaN,0.083997,0.71132,NaN,NaN,NaN,NaN,NaN,-0.07989,0.081757,0.089783,0.0451,0.313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.68503,-2.6062,NaN,NaN,0.77256,0.30705,0.66652,0.73636,0.15247,0.76052,0.94841,NaN,NaN,NaN,NaN
1403,NaN,NaN,-0.676,0.33249,NaN,NaN,NaN,NaN,NaN,-0.50562,-0.53509,-0.54535,-0.47635,-0.27169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.91969,-1.0829,NaN,NaN,0.37177,-0.45887,0.66652,0.35762,1.386,0.73496,1.3945,NaN,NaN,NaN,NaN
1404,NaN,NaN,1.683,2.759,NaN,NaN,NaN,NaN,NaN,0.90688,0.919,0.89606,0.81048,0.30341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5382,-1.0801,NaN,NaN,2.0751,0.15386,2.4548,1.9673,-0.0016508,-0.21484,1.4097,NaN,NaN,NaN,NaN
1405,NaN,NaN,-0.171,0.088397,NaN,NaN,NaN,NaN,NaN,-0.69704,-0.76221,-0.78495,-0.83164,0.83743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.13271,-1.8009,NaN,NaN,-0.42982,0.00068007,-0.59577,-0.39987,-1.0576,-1.2237,1.7434,NaN,NaN,NaN,NaN
1406,NaN,NaN,0.548,-0.56766,NaN,NaN,NaN,NaN,NaN,0.51746,0.68785,0.68055,0.58069,0.89357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.61778,-0.32052,NaN,NaN,-0.63022,-1.378,-0.17501,-0.58924,0.64837,-0.18864,1.2237,NaN,NaN,NaN,NaN
1407,NaN,NaN,-2.053,-1.0691,NaN,NaN,NaN,NaN,NaN,-1.2713,-1.4086,-1.4771,-1.6607,0.4732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.0517,-2.9592,NaN,NaN,-1.031,-1.5312,-0.59577,-0.96798,-0.70916,-1.153,1.227,NaN,NaN,NaN,NaN
1408,NaN,NaN,0.541,0.68702,NaN,NaN,NaN,NaN,NaN,0.82273,0.95932,0.981,0.98017,0.97436,NaN,NaN,NaN,NaN,NaN,-0.024174,NaN,NaN,NaN,NaN,NaN,NaN,1.0422,-0.45825,NaN,NaN,0.47197,-1.8375,1.4029,0.45231,-0.37702,-0.34717,1.413,NaN,NaN,NaN,NaN
1409,NaN,NaN,1.479,1.2393,NaN,NaN,NaN,NaN,NaN,0.83758,0.69323,0.68815,0.76452,-0.45243,NaN,NaN,NaN,NaN,NaN,0.52541,NaN,NaN,NaN,NaN,NaN,NaN,1.3099,-1.1376,NaN,NaN,-0.12922,-1.6844,0.66652,-0.11581,1.442,0.35275,1.2278,NaN,NaN,NaN,NaN
1410,NaN,NaN,-0.334,-0.80512,NaN,NaN,NaN,NaN,NaN,0.28809,0.29947,0.21656,0.087523,-0.84268,NaN,NaN,NaN,NaN,NaN,0.66538,NaN,NaN,NaN,NaN,NaN,NaN,-0.6439,0.66379,NaN,NaN,-1.4318,-1.6844,-0.91134,-1.3467,-2.3149,-1.262,1.5888,NaN,NaN,NaN,NaN
1411,NaN,NaN,-0.831,-0.2805,NaN,NaN,NaN,NaN,NaN,-0.64588,-0.61169,-0.48957,-0.33494,0.95245,NaN,NaN,NaN,NaN,NaN,-1.0513,NaN,NaN,NaN,NaN,NaN,NaN,-0.67847,-0.39819,NaN,NaN,-0.63022,-0.76524,-0.38539,-0.58924,0.90513,0.42395,2.0881,NaN,NaN,NaN,NaN
1412,NaN,NaN,1.06,1.0007,NaN,NaN,NaN,NaN,NaN,0.038919,0.12476,0.11767,-0.016767,0.17607,NaN,NaN,NaN,NaN,NaN,1.7728,NaN,NaN,NaN,NaN,NaN,NaN,0.80723,0.21712,NaN,NaN,0.97296,-0.45887,1.2977,0.92573,0.17912,0.24625,1.8917,NaN,NaN,NaN,NaN
1413,NaN,NaN,-1.855,-0.12256,NaN,NaN,NaN,NaN,NaN,-2.0188,-2.0604,-2.1503,-2.297,-0.16488,NaN,NaN,NaN,NaN,NaN,-0.80841,NaN,NaN,NaN,NaN,NaN,NaN,-0.67636,-1.8483,NaN,NaN,-0.93081,-0.76524,-0.80615,-0.87329,-0.93039,0.12286,1.6709,NaN,NaN,NaN,NaN
1414,NaN,NaN,2.038,-0.6748,NaN,NaN,NaN,NaN,NaN,0.89038,1.0171,0.981,0.85821,0.039139,NaN,NaN,NaN,NaN,NaN,1.392,NaN,NaN,NaN,NaN,NaN,NaN,0.23057,-1.158,NaN,NaN,-0.42982,-0.91843,-0.069816,-0.39987,0.52308,-0.00016212,1.5695,NaN,NaN,NaN,NaN
1415,NaN,NaN,-1.035,-0.67148,NaN,NaN,NaN,NaN,NaN,-1.1591,-1.2702,-1.2971,-1.2294,-0.46202,NaN,NaN,NaN,NaN,NaN,-0.23619,NaN,NaN,NaN,NaN,NaN,NaN,-0.76477,0.23973,NaN,NaN,-0.42982,-1.5312,0.14057,-0.39987,1.2568,0.61533,1.5331,NaN,NaN,NaN,NaN
1416,NaN,NaN,-0.649,0.57547,NaN,NaN,NaN,NaN,NaN,-0.73499,-0.61035,-0.5986,-0.65665,-0.84952,NaN,NaN,NaN,NaN,NaN,-0.25471,NaN,NaN,NaN,NaN,NaN,NaN,0.17695,-0.29601,NaN,NaN,-0.22942,-2.1439,0.77171,-0.21049,0.37316,0.097115,1.4324,NaN,NaN,NaN,NaN
1417,NaN,NaN,0.518,1.5386,NaN,NaN,NaN,NaN,NaN,-0.28451,-0.25019,-0.25631,-0.30312,-0.47023,NaN,NaN,NaN,NaN,NaN,-0.45437,NaN,NaN,NaN,NaN,NaN,NaN,0.43897,1.2784,NaN,NaN,0.87276,-0.61206,1.4029,0.83105,-0.01148,0.007028,1.2648,NaN,NaN,NaN,NaN
1418,NaN,NaN,0.691,0.23198,NaN,NaN,NaN,NaN,NaN,-0.69209,-0.80387,-0.8065,-0.82104,0.28835,NaN,NaN,NaN,NaN,NaN,-0.32264,NaN,NaN,NaN,NaN,NaN,NaN,0.48217,-0.32587,NaN,NaN,0.37177,0.7666,0.14057,0.35762,-0.78243,-0.4727,0.96288,NaN,NaN,NaN,NaN
1419,NaN,NaN,-0.911,0.40428,NaN,NaN,NaN,NaN,NaN,-1.4709,-1.4987,-1.5126,-1.5352,0.15964,NaN,NaN,NaN,NaN,NaN,-0.86399,NaN,NaN,NaN,NaN,NaN,NaN,-1.3885,1.3031,NaN,NaN,-0.12922,0.15386,-0.2802,-0.11581,0.17328,-0.50447,0.79766,NaN,NaN,NaN,NaN
1420,NaN,NaN,1.128,-0.051871,NaN,NaN,NaN,NaN,NaN,-0.34226,-0.23271,-0.19672,-0.08924,-0.47297,NaN,NaN,NaN,NaN,NaN,-0.41321,NaN,NaN,NaN,NaN,NaN,NaN,-0.54862,-0.048853,NaN,NaN,0.37177,-0.76524,0.77171,0.35762,-0.60298,-0.62197,0.35677,NaN,NaN,NaN,NaN
1421,NaN,NaN,-0.248,0.49595,NaN,NaN,NaN,NaN,NaN,-1.6343,-1.668,-1.7142,-1.7455,-0.14708,NaN,NaN,NaN,NaN,NaN,-0.98955,NaN,NaN,NaN,NaN,NaN,NaN,-0.65298,1.6196,NaN,NaN,-0.83062,-0.45887,-0.91134,-0.77861,0.68647,0.1976,0.60921,NaN,NaN,NaN,NaN
1422,NaN,NaN,-0.453,-1.3607,NaN,NaN,NaN,NaN,NaN,-0.99241,-0.87778,-0.82806,-0.63367,-0.13887,NaN,NaN,NaN,NaN,NaN,-1.1028,NaN,NaN,NaN,NaN,NaN,NaN,-1.7842,-0.19314,NaN,NaN,-1.2314,-0.30569,-1.4373,-1.1574,-0.89489,-0.5902,0.22203,NaN,NaN,NaN,NaN
1423,NaN,NaN,-1.537,-1.1707,NaN,NaN,NaN,NaN,NaN,-0.95116,-1.0229,-0.99159,-0.74149,-0.41135,NaN,NaN,NaN,NaN,NaN,-1.3889,NaN,NaN,NaN,NaN,NaN,NaN,-1.2192,-0.42563,NaN,NaN,-0.53002,-0.91843,-0.2802,-0.49455,-0.91424,-1.036,0.2387,NaN,NaN,NaN,NaN
1424,NaN,NaN,0.53,0.54896,NaN,NaN,NaN,NaN,NaN,0.97124,1.0507,1.0545,1.1817,0.063786,NaN,NaN,NaN,NaN,NaN,1.1223,NaN,NaN,NaN,NaN,NaN,NaN,1.5147,2.7627,NaN,NaN,0.27157,-1.378,0.98209,0.26293,1.1011,0.32137,0.39695,NaN,NaN,NaN,NaN
1425,NaN,NaN,0.404,2.315,NaN,NaN,NaN,NaN,NaN,1.1429,0.87062,0.67674,0.45342,0.36366,NaN,NaN,NaN,NaN,NaN,1.7213,NaN,NaN,NaN,NaN,NaN,NaN,2.1271,0.7299,NaN,NaN,1.2736,-1.378,2.1392,1.2098,0.090043,0.074071,0.21454,NaN,NaN,NaN,NaN
1426,NaN,NaN,0.505,-0.41083,NaN,NaN,NaN,NaN,NaN,0.36069,0.27797,0.20641,-0.004394,0.80457,NaN,NaN,NaN,NaN,NaN,0.1158,NaN,NaN,NaN,NaN,NaN,NaN,0.79217,0.97136,NaN,NaN,-0.12922,-0.61206,0.14057,-0.11581,0.10059,0.6131,0.39484,NaN,NaN,NaN,NaN
1427,NaN,NaN,0.658,0.090606,NaN,NaN,NaN,NaN,NaN,1.2056,1.2913,1.2891,1.1711,0.88946,NaN,NaN,NaN,NaN,NaN,1.7316,NaN,NaN,NaN,NaN,NaN,NaN,1.681,1.6372,NaN,NaN,0.37177,-0.91843,0.8769,0.35762,0.93889,1.0352,0.53495,NaN,NaN,NaN,NaN
1428,NaN,NaN,0.436,0.27174,NaN,NaN,NaN,NaN,NaN,1.4679,1.4055,1.4361,1.4203,0.27192,NaN,NaN,NaN,NaN,NaN,1.2397,NaN,NaN,NaN,NaN,NaN,NaN,1.0539,0.47221,NaN,NaN,0.77256,0.30705,0.77171,0.73636,1.4286,0.78036,0.43536,NaN,NaN,NaN,NaN
1429,NaN,NaN,-0.75,-0.89127,NaN,NaN,NaN,NaN,NaN,0.030669,-0.020379,0.026396,0.068079,1.2578,NaN,NaN,NaN,NaN,NaN,-0.35969,NaN,NaN,NaN,NaN,NaN,NaN,0.10803,-1.3228,NaN,NaN,-0.42982,0.30705,-0.70096,-0.39987,-2.7719,-1.6157,0.87489,NaN,NaN,NaN,NaN
1430,NaN,NaN,-0.431,-0.5025,NaN,NaN,NaN,NaN,NaN,0.17753,0.33172,0.37375,0.26959,-0.9933,NaN,NaN,NaN,NaN,NaN,-0.46672,NaN,NaN,NaN,NaN,NaN,NaN,-0.19608,-1.9759,NaN,NaN,-0.53002,-1.0716,-0.17501,-0.49455,-0.56569,-0.3685,0.90278,NaN,NaN,NaN,NaN
1431,NaN,NaN,0.333,-0.3788,NaN,NaN,NaN,NaN,NaN,-0.62443,-0.62916,-0.67593,-0.79452,-0.38808,NaN,NaN,NaN,NaN,NaN,-0.1415,NaN,NaN,NaN,NaN,NaN,NaN,-0.5679,-1.0014,NaN,NaN,1.0732,1.073,0.77171,1.0204,0.92763,0.0024943,0.40257,NaN,NaN,NaN,NaN
1432,NaN,NaN,-0.286,1.4911,NaN,NaN,NaN,NaN,NaN,-0.12774,-0.035162,-0.054739,-0.13343,0.41158,NaN,NaN,NaN,NaN,NaN,0.89798,NaN,NaN,NaN,NaN,NaN,NaN,0.94628,0.37314,NaN,NaN,1.2736,-0.91843,2.034,1.2098,0.0087951,-0.15288,0.81691,NaN,NaN,NaN,NaN
1433,NaN,NaN,0.56,0.20989,NaN,NaN,NaN,NaN,NaN,0.060371,0.085789,0.051751,0.027423,-0.5565,NaN,NaN,NaN,NaN,NaN,0.39779,NaN,NaN,NaN,NaN,NaN,NaN,0.11247,-0.29428,NaN,NaN,-0.22942,-1.6844,0.45614,-0.21049,0.83129,0.68753,0.52429,NaN,NaN,NaN,NaN
